0 1:1.000000 2:0.695000 3:-0.021544 4:0.027027 
0 1:1.000000 2:0.900000 3:-0.030663 4:0.109649 
0 1:0.000000 2:0.660000 3:-0.030663 4:0.062678 
0 1:1.000000 2:0.890000 3:-0.021544 4:0.025000 
0 1:0.000000 2:0.562500 3:-0.021544 4:0.024390 
0 1:0.000000 2:0.025000 3:-0.030794 4:2.555782 
0 1:1.000000 2:0.402500 3:0.378175 4:0.516393 
0 1:1.000000 2:0.640000 3:-0.014419 4:0.069712 
1 1:1.000000 2:0.280000 3:0.273966 4:0.104701 
0 1:1.000000 2:0.735000 3:-0.010131 4:0.014493 
0 1:1.000000 2:0.567500 3:0.395118 4:0.083333 
0 1:1.000000 2:0.812500 3:-0.010131 4:0.015385 
1 1:1.000000 2:0.392500 3:0.450136 4:0.575280 
0 1:1.000000 2:0.745000 3:-0.010131 4:0.020408 
0 1:0.000000 2:0.252500 3:-0.227243 4:0.087865 
0 1:1.000000 2:0.740000 3:-0.010131 4:0.023256 
0 1:0.000000 2:0.365000 3:-0.640413 4:0.059715 
0 1:0.000000 2:0.027500 3:0.198925 4:1.951690 
0 1:1.000000 2:0.742500 3:-0.010131 4:0.022222 
0 1:0.000000 2:0.080000 3:-0.266902 4:0.650125 
0 1:1.000000 2:0.882500 3:-0.010131 4:0.021277 
0 1:0.000000 2:0.075000 3:-0.158612 4:0.513891 
0 1:1.000000 2:0.597500 3:-0.010131 4:0.020000 
0 1:1.000000 2:0.655000 3:-0.010131 4:0.019608 
0 1:1.000000 2:0.417500 3:0.162753 4:0.236143 
0 1:0.000000 2:0.027500 3:0.018381 4:1.765771 
0 1:0.000000 2:0.430000 3:-0.302805 4:0.042570 
0 1:1.000000 2:0.642500 3:-0.010131 4:0.018182 
0 1:0.000000 2:0.055000 3:0.036427 4:1.015094 
0 1:1.000000 2:0.572500 3:0.395118 4:0.333333 
0 1:1.000000 2:0.467500 3:0.562352 4:0.590909 
0 1:1.000000 2:0.897500 3:-0.010131 4:0.023810 
0 1:0.000000 2:0.390000 3:-0.302805 4:0.030755 
0 1:1.000000 2:0.615000 3:-0.014419 4:0.045521 
0 1:0.000000 2:0.487500 3:-0.302805 4:0.029325 
0 1:1.000000 2:0.847500 3:-0.010131 4:0.016393 
0 1:1.000000 2:0.742500 3:-0.010131 4:0.016129 
0 1:0.000000 2:0.140000 3:-0.027884 4:0.135385 
0 1:1.000000 2:0.525000 3:0.562352 4:1.125000 
0 1:0.000000 2:0.012500 3:0.077417 4:3.410491 
0 1:1.000000 2:0.617500 3:-0.010131 4:0.015625 
0 1:1.000000 2:0.720000 3:-0.014419 4:0.033009 
0 1:0.000000 2:0.310000 3:-0.014419 4:0.037653 
0 1:0.000000 2:0.315000 3:0.395118 4:0.111111 
0 1:1.000000 2:0.387500 3:1.000000 4:1.001923 
0 1:1.000000 2:0.887500 3:-0.010131 4:0.014706 
0 1:1.000000 2:0.450000 3:0.562352 4:0.257576 
0 1:1.000000 2:0.707500 3:-0.014419 4:0.063973 
0 1:1.000000 2:0.622500 3:-0.010131 4:0.058824 
0 1:0.000000 2:0.185000 3:-0.395256 4:0.123768 
0 1:1.000000 2:0.762500 3:-0.014419 4:0.074423 
1 1:1.000000 2:0.240000 3:0.487180 4:0.549781 
0 1:1.000000 2:0.805000 3:-0.010131 4:0.066667 
0 1:0.000000 2:0.282500 3:-0.254764 4:0.057229 
0 1:0.000000 2:0.335000 3:-0.254764 4:0.107916 
0 1:0.000000 2:0.292500 3:0.219216 4:0.147099 
0 1:1.000000 2:0.722500 3:-0.010131 4:0.050000 
0 1:1.000000 2:0.897500 3:-0.010131 4:0.047619 
0 1:0.000000 2:0.345000 3:-0.433828 4:0.089213 
0 1:0.000000 2:0.065000 3:-0.043258 4:0.661918 
0 1:1.000000 2:0.690000 3:-0.010131 4:0.043478 
0 1:1.000000 2:0.605000 3:0.395118 4:0.250000 
0 1:0.000000 2:0.172500 3:-0.227243 4:0.124083 
0 1:0.000000 2:0.040000 3:-0.455119 4:0.894316 
0 1:1.000000 2:0.857500 3:-0.010131 4:0.024390 
0 1:0.000000 2:0.352500 3:-0.014419 4:0.041949 
0 1:1.000000 2:0.542500 3:-0.010131 4:0.025641 
0 1:0.000000 2:0.205000 3:-0.227243 4:0.118452 
0 1:1.000000 2:0.720000 3:-0.010131 4:0.026316 
0 1:1.000000 2:0.480000 3:-0.014419 4:0.048766 
0 1:0.000000 2:0.352500 3:-0.014419 4:0.045960 
0 1:0.000000 2:0.037500 3:-0.060710 4:2.153656 
0 1:0.000000 2:0.367500 3:-0.591190 4:0.026154 
0 1:0.000000 2:0.525000 3:-0.415380 4:0.013514 
0 1:1.000000 2:0.455000 3:0.456205 4:0.658730 
0 1:0.000000 2:0.340000 3:-0.581259 4:0.083976 
0 1:1.000000 2:0.632500 3:-0.017774 4:0.077653 
0 1:0.000000 2:0.245000 3:-0.020658 4:0.105515 
0 1:0.000000 2:0.270000 3:-0.558921 4:0.300859 
0 1:1.000000 2:0.407500 3:-0.010131 4:0.032258 
0 1:1.000000 2:0.695000 3:-0.014419 4:0.070370 
0 1:1.000000 2:0.900000 3:-0.010131 4:0.034483 
0 1:0.000000 2:0.660000 3:-0.415380 4:0.014085 
0 1:1.000000 2:0.890000 3:-0.010131 4:0.035714 
0 1:0.000000 2:0.562500 3:-0.302805 4:0.085317 
0 1:0.000000 2:0.025000 3:-0.071624 4:1.845752 
0 1:1.000000 2:0.402500 3:0.273966 4:1.041667 
0 1:0.000000 2:0.532000 3:-0.603671 4:0.068956 
0 1:0.000000 2:0.168000 3:-0.158046 4:0.148687 
0 1:1.000000 2:0.472000 3:0.829932 4:0.604994 
0 1:0.000000 2:0.286000 3:-0.014283 4:0.034286 
0 1:0.000000 2:0.058000 3:-0.035149 4:0.248509 
0 1:0.000000 2:0.194000 3:0.319728 4:0.428132 
0 1:1.000000 2:0.768000 3:-0.010048 4:0.014706 
0 1:1.000000 2:0.504000 3:0.763868 4:1.157783 
0 1:0.000000 2:0.394000 3:-0.252328 4:0.029545 
0 1:1.000000 2:0.532000 3:-0.014283 4:0.027652 
0 1:1.000000 2:0.810000 3:-0.014283 4:0.038112 
1 1:1.000000 2:0.284000 3:0.676388 4:0.543199 
0 1:1.000000 2:0.718000 3:-0.010048 4:0.015625 
