optimality,lp_obj,tot_time,tot_cpu_time,master_duration,heur_pricing_duration,exact_pricing_duration,#CG_iter,#added_columns,#heur_success
1,109.917,16.2294,16.0637,14.2176,1.96162,0,444,443,443
