optimality,lp_obj,tot_time,tot_cpu_time,master_duration,heur_pricing_duration,exact_pricing_duration,#CG_iter,#added_columns,#heur_success
1,58.5,0.818635,0.776982,0.712668,0.0954304,0,92,91,91
