optimality,lp_obj,tot_time,tot_cpu_time,master_duration,heur_pricing_duration,exact_pricing_duration,#CG_iter,#added_columns,#heur_success
1,235,5.89343,5.90163,4.65993,1.22219,0,29,1221,25
