optimality,lp_obj,tot_time,tot_cpu_time,master_duration,heur_pricing_duration,exact_pricing_duration,#CG_iter,#added_columns,#heur_success
1,227.5,6.15919,6.17058,5.03098,1.1165,0,28,1550,27
