optimality,lp_obj,tot_time,tot_cpu_time,master_duration,heur_pricing_duration,exact_pricing_duration,#CG_iter,#added_columns,#heur_success
1,61,0.0592089,0.057552,0.0369079,0.0206141,0,5,110,4
