optimality,lp_obj,tot_time,tot_cpu_time,master_duration,heur_pricing_duration,exact_pricing_duration,#CG_iter,#added_columns,#heur_success
1,225,5.82617,5.83449,4.33648,1.47738,0,26,1220,25
